"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 80.4112 80.4112 -919.589 -919.589
2 55.4329 55.4329 -944.567 -944.567
36 48.235 48.235 -951.765 -951.765
114 21.0252 21.0252 -978.975 -978.975
156 2.61661 2.61661 -997.383 -997.383
615 0.580409 0.580409 -999.42 -999.42
1389 0.542614 0.542614 -999.457 -999.457
50050 925887 0.542614 924887 -999.457
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 73.9225 73.9225 1073.92 1073.92
9 73.3973 73.3973 1073.4 1073.4
11 70.7755 70.7755 1070.78 1070.78
13 68.3238 68.3238 1068.32 1068.32
14 66.6065 66.6065 1066.61 1066.61
18 49.1646 49.1646 1049.16 1049.16
22 30.3238 30.3238 1030.32 1030.32
131 21.9979 21.9979 1022 1022
307 16.8846 16.8846 1016.88 1016.88
312 11.8567 11.8567 1011.86 1011.86
751 11.6547 11.6547 1011.65 1011.65
50050 834290 11.6547 835290 1011.65
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 78.0204 78.0204 28.8904 28.8904
2 61.4117 61.4117 12.2817 12.2817
25 58.8822 58.8822 9.75224 9.75224
27 39.075 39.075 -10.055 -10.055
36 37.2481 37.2481 -11.8819 -11.8819
39 19.2919 19.2919 -29.8381 -29.8381
116 18.2178 18.2178 -30.9122 -30.9122
187 17.6996 17.6996 -31.4304 -31.4304
267 17.3578 17.3578 -31.7722 -31.7722
551 6.24471 6.24471 -42.8853 -42.8853
848 2.07159 2.07159 -47.0584 -47.0584
930 1.79174 1.79174 -47.3383 -47.3383
50050 823804 1.79174 823755 -47.3383
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 78.6575 78.6575 376.387 376.387
3 65.4135 65.4135 363.144 363.144
4 21.803 21.803 319.533 319.533
117 14.1884 14.1884 311.918 311.918
200 12.8882 12.8882 310.618 310.618
202 11.1458 11.1458 308.876 308.876
309 7.92656 7.92656 305.657 305.657
653 1.78983 1.78983 299.52 299.52
50050 684004 1.78983 684301 299.52
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 82.2086 82.2086 133.779 133.779
2 72.0389 72.0389 123.609 123.609
5 66.7634 66.7634 118.333 118.333
