"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 36340.2 36340.2 35793.7 35793.7
4 10133.8 10133.8 9587.3 9587.3
5 532.051 532.051 -14.449 -14.449
37 346.642 346.642 -199.858 -199.858
122 60.9518 60.9518 -485.548 -485.548
130 6.15166 6.15166 -540.348 -540.348
224 4.43792 4.43792 -542.062 -542.062
525 4.02333 4.02333 -542.477 -542.477
551 3.93065 3.93065 -542.569 -542.569
552 3.9128 3.9128 -542.587 -542.587
567 3.83371 3.83371 -542.666 -542.666
578 3.6388 3.6388 -542.861 -542.861
672 3.14804 3.14804 -543.352 -543.352
684 3.04699 3.04699 -543.453 -543.453
701 2.61758 2.61758 -543.882 -543.882
850 4.81039 2.61758 -541.69 -543.882
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 23886.8 23886.8 24886.8 24886.8
15 10158.5 10158.5 11158.5 11158.5
17 6240.5 6240.5 7240.5 7240.5
103 39.8051 39.8051 1039.81 1039.81
112 4.69121 4.69121 1004.69 1004.69
261 4.38042 4.38042 1004.38 1004.38
411 3.95387 3.95387 1003.95 1003.95
519 3.10455 3.10455 1003.1 1003.1
619 2.77812 2.77812 1002.78 1002.78
850 11573 2.77812 12573 1002.78
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 69354.1 69354.1 69562.5 69562.5
2 181.534 181.534 389.914 389.914
102 4.67728 4.67728 213.057 213.057
120 3.39441 3.39441 211.774 211.774
165 1.71057 1.71057 210.091 210.091
850 979.534 1.71057 1187.91 210.091
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 96578.7 96578.7 96433.8 96433.8
2 26923.9 26923.9 26779 26779
4 24572.2 24572.2 24427.3 24427.3
9 18346.5 18346.5 18201.5 18201.5
13 1548.79 1548.79 1403.83 1403.83
16 4.12058 4.12058 -140.839 -140.839
274 3.58622 3.58622 -141.374 -141.374
565 2.82143 2.82143 -142.139 -142.139
850 13858.6 2.82143 13713.6 -142.139
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 87527.5 87527.5 87521.2 87521.2
2 67322.8 67322.8 67316.5 67316.5
4 17898.9 17898.9 17892.6 17892.6
9 1804.01 1804.01 1797.71 1797.71
106 1368.44 1368.44 1362.14 1362.14
117 310.34 310.34 304.04 304.04
172 2.69236 2.69236 -3.60764 -3.60764
850 3.28673 2.69236 -3.01327 -3.60764
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 157319 157319 157296 157296
2 24478.8 24478.8 24456.7 24456.7
3 7446.92 7446.92 7424.86 7424.86
14 715.915 715.915 693.855 693.855
103 53.3407 53.3407 31.2807 31.2807
163 5.32508 5.32508 -16.7349 -16.7349
235 3.5406 3.5406 -18.5194 -18.5194
561 3.04861 3.04861 -19.0114 -19.0114
608 2.60421 2.60421 -19.4558 -19.4558
664 2.57006 2.57006 -19.4899 -19.4899
825 2.2938 2.2938 -19.7662 -19.7662
850 211286 2.2938 211264 -19.7662
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 49318.6 49318.6 49389.9 49389.9
2 40354.1 40354.1 40425.4 40425.4
3 18130.5 18130.5 18201.8 18201.8
4 5504.11 5504.11 5575.4 5575.4
17 3449.74 3449.74 3521.03 3521.03
24 2722.42 2722.42 2793.71 2793.71
30 693.709 693.709 764.999 764.999
116 539.281 539.281 610.571 610.571
140 4.68884 4.68884 75.9788 75.9788
146 4.33704 4.33704 75.627 75.627
158 1.87886 1.87886 73.1689 73.1689
850 5.12256 1.87886 76.4126 73.1689
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 83939.9 83939.9 83929.4 83929.4
2 35689.1 35689.1 35678.5 35678.5
7 10919.9 10919.9 10909.4 10909.4
21 3996.45 3996.45 3985.91 3985.91
39 375.012 375.012 364.472 364.472
126 216.082 216.082 205.542 205.542
201 140.512 140.512 129.972 129.972
278 13.4429 13.4429 2.90293 2.90293
380 1.96557 1.96557 -8.57443 -8.57443
850 222.808 1.96557 212.268 -8.57443
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 6039.76 6039.76 6425.77 6425.77
5 674.323 674.323 1060.33 1060.33
101 416.248 416.248 802.258 802.258
110 3.56991 3.56991 389.58 389.58
542 2.38998 2.38998 388.4 388.4
688 2.32873 2.32873 388.339 388.339
755 2.17068 2.17068 388.181 388.181
850 4.35645 2.17068 390.366 388.181
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 20976.3 20976.3 20963.7 20963.7
2 7192.24 7192.24 7179.67 7179.67
8 1296.56 1296.56 1283.99 1283.99
103 374.697 374.697 362.127 362.127
118 4.07653 4.07653 -8.49347 -8.49347
136 3.51226 3.51226 -9.05774 -9.05774
345 3.37961 3.37961 -9.19039 -9.19039
537 2.63813 2.63813 -9.93187 -9.93187
850 20193.7 2.63813 20181.2 -9.93187
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 110609 110609 110482 110482
2 23369.7 23369.7 23242.6 23242.6
8 1138.25 1138.25 1011.21 1011.21
101 54.254 54.254 -72.786 -72.786
161 4.21134 4.21134 -122.829 -122.829
221 4.03621 4.03621 -123.004 -123.004
505 3.23919 3.23919 -123.801 -123.801
850 243.329 3.23919 116.289 -123.801
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 72590.8 72590.8 72553.3 72553.3
2 7387.88 7387.88 7350.36 7350.36
7 1122.68 1122.68 1085.16 1085.16
23 432.975 432.975 395.455 395.455
127 5.02524 5.02524 -32.4948 -32.4948
256 4.35121 4.35121 -33.1688 -33.1688
523 4.14045 4.14045 -33.3795 -33.3795
552 3.50475 3.50475 -34.0153 -34.0153
623 3.33986 3.33986 -34.1801 -34.1801
850 8.10868 3.33986 -29.4113 -34.1801
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 30821.9 30821.9 30490.8 30490.8
2 5080.04 5080.04 4748.88 4748.88
12 569.601 569.601 238.441 238.441
107 293.251 293.251 -37.9089 -37.9089
108 51.6649 51.6649 -279.495 -279.495
114 5.89473 5.89473 -325.265 -325.265
120 5.40568 5.40568 -325.754 -325.754
128 3.53236 3.53236 -327.628 -327.628
204 3.45829 3.45829 -327.702 -327.702
290 3.45484 3.45484 -327.705 -327.705
425 2.69869 2.69869 -328.461 -328.461
658 2.39337 2.39337 -328.767 -328.767
850 18638.2 2.39337 18307 -328.767
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 41971.8 41971.8 42016.6 42016.6
6 9171.93 9171.93 9216.74 9216.74
9 7216.88 7216.88 7261.69 7261.69
16 3814.92 3814.92 3859.73 3859.73
22 202.956 202.956 247.766 247.766
103 4.34225 4.34225 49.1523 49.1523
152 4.25633 4.25633 49.0663 49.0663
172 3.55417 3.55417 48.3642 48.3642
420 3.23364 3.23364 48.0436 48.0436
537 3.10813 3.10813 47.9181 47.9181
609 2.81647 2.81647 47.6265 47.6265
850 8953.28 2.81647 8998.09 47.6265
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 49358.2 49358.2 49181.8 49181.8
3 30457.9 30457.9 30281.4 30281.4
5 28337.9 28337.9 28161.4 28161.4
6 3.60447 3.60447 -172.856 -172.856
284 3.36685 3.36685 -173.093 -173.093
651 2.81112 2.81112 -173.649 -173.649
688 2.69263 2.69263 -173.767 -173.767
850 28815.3 2.69263 28638.8 -173.767
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 16572.1 16572.1 16389.4 16389.4
5 7439.72 7439.72 7257.06 7257.06
15 5912.19 5912.19 5729.53 5729.53
20 2822.74 2822.74 2640.08 2640.08
107 161.126 161.126 -21.5344 -21.5344
111 58.2982 58.2982 -124.362 -124.362
115 4.8127 4.8127 -177.847 -177.847
163 3.75011 3.75011 -178.91 -178.91
286 3.2407 3.2407 -179.419 -179.419
641 3.02503 3.02503 -179.635 -179.635
665 2.83548 2.83548 -179.825 -179.825
676 2.55561 2.55561 -180.104 -180.104
771 2.46739 2.46739 -180.193 -180.193
850 638.804 2.46739 456.144 -180.193
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 8224.85 8224.85 9224.85 9224.85
14 201.415 201.415 1201.42 1201.42
134 21.3836 21.3836 1021.38 1021.38
157 4.56478 4.56478 1004.56 1004.56
210 4.44141 4.44141 1004.44 1004.44
229 3.94913 3.94913 1003.95 1003.95
548 3.30225 3.30225 1003.3 1003.3
666 3.24572 3.24572 1003.25 1003.25
685 2.78409 2.78409 1002.78 1002.78
850 22708.7 2.78409 23708.7 1002.78
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 66140 66140 66151.5 66151.5
2 9289.94 9289.94 9301.44 9301.44
8 2896.37 2896.37 2907.87 2907.87
45 1889.73 1889.73 1901.23 1901.23
111 1419.04 1419.04 1430.54 1430.54
118 21.345 21.345 32.845 32.845
127 3.93563 3.93563 15.4356 15.4356
204 3.86122 3.86122 15.3612 15.3612
511 3.0839 3.0839 14.5839 14.5839
516 2.64693 2.64693 14.1469 14.1469
602 2.51103 2.51103 14.011 14.011
850 4.00728 2.51103 15.5073 14.011
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 105307 105307 105289 105289
2 25027.4 25027.4 25008.9 25008.9
3 4029.15 4029.15 4010.71 4010.71
143 2491.38 2491.38 2472.94 2472.94
154 298.358 298.358 279.918 279.918
156 128.326 128.326 109.886 109.886
328 89.5914 89.5914 71.1514 71.1514
504 85.922 85.922 67.482 67.482
522 4.78313 4.78313 -13.6569 -13.6569
526 4.09573 4.09573 -14.3443 -14.3443
579 3.52504 3.52504 -14.915 -14.915
672 3.3196 3.3196 -15.1204 -15.1204
850 26607.4 3.3196 26589 -15.1204
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 27692.7 27692.7 27946 27946
3 5037.22 5037.22 5290.56 5290.56
8 2561.67 2561.67 2815.01 2815.01
106 2439.41 2439.41 2692.75 2692.75
108 1966.31 1966.31 2219.65 2219.65
113 26.0717 26.0717 279.412 279.412
132 4.70021 4.70021 258.04 258.04
403 3.81671 3.81671 257.157 257.157
557 3.31163 3.31163 256.652 256.652
622 3.21604 3.21604 256.556 256.556
715 3.1044 3.1044 256.444 256.444
727 2.99409 2.99409 256.334 256.334
780 2.8146 2.8146 256.155 256.155
818 2.67341 2.67341 256.013 256.013
850 41501.5 2.67341 41754.9 256.013
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 165050 165050 164997 164997
2 8341.52 8341.52 8287.59 8287.59
13 4472.18 4472.18 4418.25 4418.25
48 2156.12 2156.12 2102.19 2102.19
50 613.536 613.536 559.606 559.606
110 3.64882 3.64882 -50.2812 -50.2812
373 3.41824 3.41824 -50.5118 -50.5118
520 3.01961 3.01961 -50.9104 -50.9104
628 2.56856 2.56856 -51.3614 -51.3614
705 2.49429 2.49429 -51.4357 -51.4357
811 2.29035 2.29035 -51.6396 -51.6396
850 2522.96 2.29035 2469.03 -51.6396
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 30330.9 30330.9 30387.1 30387.1
5 2698.13 2698.13 2754.36 2754.36
43 2024.21 2024.21 2080.44 2080.44
109 1434.59 1434.59 1490.82 1490.82
140 1219.06 1219.06 1275.29 1275.29
152 1116.06 1116.06 1172.29 1172.29
154 4.83243 4.83243 61.0624 61.0624
263 3.77976 3.77976 60.0098 60.0098
565 3.65891 3.65891 59.8889 59.8889
686 3.56961 3.56961 59.7996 59.7996
764 3.50977 3.50977 59.7398 59.7398
767 3.30138 3.30138 59.5314 59.5314
850 6810.52 3.30138 6866.75 59.5314
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 27935.6 27935.6 27946.8 27946.8
2 14032.8 14032.8 14044 14044
3 11516.7 11516.7 11527.9 11527.9
7 12.7252 12.7252 23.8552 23.8552
26 4.47461 4.47461 15.6046 15.6046
206 3.35632 3.35632 14.4863 14.4863
411 3.10381 3.10381 14.2338 14.2338
554 2.69035 2.69035 13.8204 13.8204
841 2.65811 2.65811 13.7881 13.7881
850 4.09463 2.65811 15.2246 13.7881
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 7699.83 7699.83 8040.82 8040.82
